Name,Team,Position,Games,Targets,Receptions,Percentage,Yards,Touchdowns,Long,Yards_per_target,Yards_per_reception,Attempts,Rushing_yards,Average_rushing_yards,Rushing_touchdown,Fumbles,Lost_yards,Fantasy_points_per_game,Fantasy_points,Year
Chris Moore,BAL,WR,3,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Tajae Sharpe,MIN,WR,4,3,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
K.J. Osborn,MIN,WR,9,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,2,0,0.0,0.0,2020
Dan Chisena,MIN,WR,14,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Jason Moore,LAC,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Cyril Grayson Jr.,TB,WR,3,3,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Malik Turner,DAL,WR,6,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Johnny Holton,NYG,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Keelan Doss,LV,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Hakeem Butler,PHI,WR,2,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Reggie Begelton,GB,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Kevin White,SF,WR,3,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Taywan Taylor,CLE,WR,3,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Deon Cain,PIT,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Trey Quinn,JAX,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Alex Bachman,NYG,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Marken Michel,CAR,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Jeff Badet,WAS,WR,3,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Tony Brown,WAS,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Duke Williams,BUF,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Fred Brown,DEN,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Isaiah Coulter,HOU,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Kirk Merritt,MIA,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Kristian Wilkerson,NE,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Juwann Winfree,GB,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Matt Cole,SF,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Stanley Morgan,CIN,WR,6,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Tavon Austin,GB,WR,4,5,5,100.0,20,0,7,4.0,4.0,0,0,0.0,0,1,1,0.0,0.0,2020
Chris Rowland,ATL,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Derrick Willies,CLE,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2020
Andre Roberts,BUF,WR,15,5,4,80.0,34,0,16,6.8,8.5,1,-3,-3.0,0,3,2,-0.1,-0.9,2020
DeAndre Carter,CHI,WR,13,2,1,50.0,8,0,8,4.0,8.0,0,0,0.0,0,2,1,-0.1,-1.2,2020
Dede Westbrook,JAX,WR,2,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,1,1,-0.8,-1.6,2020
Nsimba Webster,LAR,WR,16,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,3,1,-0.1,-2.0,2020
Dwayne Harris,CHI,WR,3,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,1,-0.7,-2.0,2020
Kendall Hinton,DEN,WR,1,0,0,0.0,0,0,0,0.0,0.0,2,7,3.5,0,0,0,-2.8,-2.78,2020
