Name,Team,Position,Games,Targets,Receptions,Percentage,Yards,Touchdowns,Long,Yards_per_target,Yards_per_reception,Attempts,Rushing_yards,Average_rushing_yards,Rushing_touchdown,Fumbles,Lost_yards,Fantasy_points_per_game,Fantasy_points,Year
Golden Tate,PHI,WR,15,113,74,65.5,795,4,67,7.0,10.7,4,34,8.5,0,2,0,7.3,108.9,2018
Dede Westbrook,JAX,WR,16,101,66,65.3,717,5,61,7.1,10.9,9,98,10.9,0,3,2,6.7,107.5,2018
Robbie Chosen,NYJ,WR,14,93,50,53.8,752,6,76,8.1,15.0,2,-8,-4.0,0,2,2,7.6,106.4,2018
A.J. Green,CIN,WR,9,77,46,59.7,694,6,38,9.0,15.1,0,0,0.0,0,2,1,11.5,103.4,2018
DJ Moore,CAR,WR,16,82,55,67.1,788,2,82,9.6,14.3,13,172,13.2,0,4,3,6.4,102.0,2018
John Brown,BAL,WR,16,97,42,43.3,715,5,71,7.4,17.0,3,4,1.3,0,0,0,6.4,101.9,2018
Nelson Agholor,PHI,WR,16,97,64,66.0,736,4,83,7.6,11.5,3,32,10.7,0,1,0,6.3,101.4,2018
Allen Robinson II,CHI,WR,13,94,55,58.5,754,4,43,8.0,13.7,1,9,9.0,0,1,1,7.6,98.3,2018
Curtis Samuel,CAR,WR,13,65,39,60.0,494,5,53,7.6,12.7,8,84,10.5,2,1,1,7.5,97.8,2018
Demaryius Thomas,HOU,WR,15,89,59,66.3,677,5,45,7.6,11.5,0,0,0.0,0,0,0,6.5,97.7,2018
Josh Gordon,NE,WR,12,71,41,57.7,737,4,55,10.4,18.0,0,0,0.0,0,0,0,8.1,97.7,2018
Kenny Stills,MIA,WR,15,64,37,57.8,553,6,75,8.6,14.9,0,0,0.0,0,1,0,6.5,97.42,2018
Tyrell Williams,LAC,WR,16,65,41,63.1,653,5,75,10.0,15.9,2,15,7.5,0,2,0,6.0,96.8,2018
Cooper Kupp,LAR,WR,8,56,40,71.4,566,6,70,10.1,14.2,4,25,6.2,0,0,0,11.9,95.1,2018
Courtland Sutton,DEN,WR,16,84,42,50.0,704,4,42,8.4,16.8,1,-1,-1.0,0,0,0,5.9,94.3,2018
Jordy Nelson,LV,WR,15,88,63,71.6,739,3,66,8.4,11.7,1,-2,-2.0,0,1,0,6.2,93.7,2018
Doug Baldwin,SEA,WR,13,73,50,68.5,618,5,42,8.5,12.4,0,0,0.0,0,0,0,7.1,91.8,2018
Antonio Callaway,CLE,WR,16,78,43,55.1,586,5,71,7.5,13.6,2,7,3.5,0,1,1,5.6,89.3,2018
Anthony Miller,CHI,WR,15,54,33,61.1,423,7,55,7.8,12.8,6,26,4.3,0,1,0,5.8,87.22,2018
Cole Beasley,DAL,WR,16,86,65,75.6,672,3,32,7.8,10.3,0,0,0.0,0,0,0,5.3,85.2,2018
Taylor Gabriel,CHI,WR,16,93,67,72.0,688,2,54,7.4,10.3,9,61,6.8,0,1,1,5.3,84.9,2018
Donte Moncrief,JAX,WR,16,89,48,53.9,668,3,80,7.5,13.9,0,0,0.0,0,1,1,5.2,82.8,2018
Marvin Jones Jr.,DET,WR,9,62,35,56.5,508,5,39,8.2,14.5,0,0,0.0,0,0,0,9.0,80.8,2018
Christian Kirk,ARI,WR,12,68,43,63.2,590,3,75,8.7,13.7,3,35,11.7,0,0,0,6.7,80.5,2018
Rashard Higgins,CLE,WR,13,54,39,72.2,572,4,40,10.6,14.7,0,0,0.0,0,2,1,6.1,79.2,2018
Michael Crabtree,BAL,WR,16,100,54,54.0,607,3,27,6.1,11.2,0,0,0.0,0,0,0,4.9,78.7,2018
Dante Pettis,SF,WR,12,45,27,60.0,467,5,75,10.4,17.3,1,-2,-2.0,0,2,0,6.4,76.5,2018
Sammy Watkins,KC,WR,10,55,40,72.7,519,3,50,9.4,13.0,5,52,10.4,0,1,0,7.5,75.1,2018
David Moore,SEA,WR,16,53,26,49.1,445,5,54,8.4,17.1,1,5,5.0,0,2,0,4.7,75.0,2018
William Fuller V,HOU,WR,7,45,32,71.1,503,4,73,11.2,15.7,0,0,0.0,0,0,0,10.6,74.3,2018
Marquez Valdes-Scantling,GB,WR,16,72,38,52.8,581,2,60,8.1,15.3,2,29,14.5,0,0,0,4.6,73.0,2018
Kendrick Bourne,SF,WR,16,66,42,63.6,487,4,33,7.4,11.6,0,0,0.0,0,1,0,4.5,72.7,2018
Tre'Quan Smith,NO,WR,15,44,28,63.6,427,5,62,9.7,15.2,0,0,0.0,0,0,0,4.8,72.7,2018
Willie Snead IV,BAL,WR,16,95,62,65.3,651,1,28,6.9,10.5,1,13,13.0,0,0,0,4.5,72.4,2018
Robert Foster,BUF,WR,13,44,27,61.4,541,3,75,12.3,20.0,0,0,0.0,0,0,0,5.5,72.1,2018
Chris Hogan,NE,WR,16,55,35,63.6,532,3,63,9.7,15.2,0,0,0.0,0,0,0,4.4,71.2,2018
Josh Reynolds,LAR,WR,16,53,29,54.7,402,5,33,7.6,13.9,2,8,4.0,0,0,0,4.4,71.0,2018
Albert Wilson,MIA,WR,7,35,26,74.3,391,4,75,11.2,15.0,8,16,2.0,0,0,0,10.1,70.78,2018
Danny Amendola,MIA,WR,15,79,59,74.7,575,1,39,7.3,9.7,1,-2,-2.0,0,2,0,4.6,68.42,2018
Josh Doctson,WAS,WR,15,79,44,55.7,532,2,32,6.7,12.1,0,0,0.0,0,0,0,4.3,65.2,2018
Michael Gallup,DAL,WR,16,68,33,48.5,507,2,49,7.5,15.4,0,0,0.0,0,0,0,4.0,64.7,2018
Marquise Goodwin,SF,WR,11,43,23,53.5,395,4,67,9.2,17.2,4,9,2.2,0,1,0,5.9,64.4,2018
Chester Rogers,IND,WR,16,72,53,73.6,485,2,34,6.7,9.2,1,-4,-4.0,0,1,0,4.0,64.1,2018
John Ross,CIN,WR,13,58,21,36.2,210,7,39,3.6,10.0,4,9,2.2,0,0,0,4.9,63.9,2018
Seth Roberts,LV,WR,15,65,45,69.2,494,2,44,7.6,11.0,3,5,1.7,0,0,0,4.1,61.9,2018
Chris Conley,KC,WR,16,52,32,61.5,334,5,27,6.4,10.4,0,0,0.0,0,2,2,3.7,59.4,2018
Jarius Wright,CAR,WR,16,59,43,72.9,447,1,33,7.6,10.4,2,39,19.5,0,3,1,3.4,54.6,2018
Jamison Crowder,WAS,WR,9,50,29,58.0,388,2,79,7.8,13.4,4,30,7.5,0,0,0,6.0,53.8,2018
Aldrick Robinson,MIN,WR,14,35,17,48.6,231,5,40,6.6,13.6,0,0,0.0,0,0,0,3.8,53.1,2018
Demarcus Robinson,KC,WR,16,33,22,66.7,288,4,89,8.7,13.1,0,0,0.0,0,0,0,3.3,52.8,2018
Keelan Cole Sr.,JAX,WR,16,70,38,54.3,491,1,35,7.0,12.9,0,0,0.0,0,2,2,3.2,51.1,2018
Taywan Taylor,TEN,WR,13,56,37,66.1,466,1,55,8.3,12.6,0,0,0.0,0,1,1,3.9,50.6,2018
Phillip Dorsett,NE,WR,16,42,32,76.2,290,3,20,6.9,9.1,4,29,7.2,0,0,0,3.1,49.9,2018
Quincy Enunwa,NYJ,WR,11,69,38,55.1,449,1,42,6.5,11.8,1,0,0.0,0,2,1,4.4,48.9,2018
Dontrelle Inman,IND,WR,9,39,28,71.8,304,3,29,7.8,10.9,0,0,0.0,0,0,0,5.4,48.4,2018
Randall Cobb,GB,WR,9,61,38,62.3,383,2,75,6.3,10.1,0,0,0.0,0,2,1,5.4,48.3,2018
Jaron Brown,SEA,WR,15,20,14,70.0,166,5,45,8.3,11.9,0,0,0.0,0,0,0,3.1,46.6,2018
Ty Montgomery II,BAL,WR,13,40,25,62.5,235,0,43,5.9,9.4,41,188,4.6,1,2,1,3.6,46.3,2018
Breshad Perriman,CLE,WR,10,25,16,64.0,340,2,66,13.6,21.2,4,2,0.5,0,0,0,4.6,46.2,2018
Tajae Sharpe,TEN,WR,16,47,26,55.3,316,2,28,6.7,12.2,1,16,16.0,0,0,0,2.8,45.2,2018
Kelvin Benjamin,KC,WR,15,67,25,37.3,380,1,40,5.7,15.2,0,0,0.0,0,0,0,2.9,44.0,2018
Jermaine Kearse,NYJ,WR,14,76,37,48.7,371,1,29,4.9,10.0,0,0,0.0,0,0,0,3.1,43.1,2018
Geronimo Allison,GB,WR,5,30,20,66.7,303,2,64,10.1,15.2,0,0,0.0,0,1,0,8.5,42.3,2018
Allen Hurns,DAL,WR,16,36,20,55.6,295,2,49,8.2,14.8,0,0,0.0,0,1,0,2.6,41.5,2018
Zach Pascal,IND,WR,16,46,27,58.7,268,2,28,5.8,9.9,2,10,5.0,0,0,0,2.5,39.8,2018
Ryan Grant,IND,WR,14,51,35,68.6,334,1,23,6.5,9.5,0,0,0.0,0,0,0,2.8,39.4,2018
Jakeem Grant Sr.,MIA,WR,10,34,21,61.8,268,2,52,7.9,12.8,1,5,5.0,0,0,0,3.9,39.3,2018
Paul Richardson,WAS,WR,7,35,20,57.1,262,2,46,7.5,13.1,2,9,4.5,0,0,0,5.6,39.1,2018
Tim Patrick,DEN,WR,16,41,23,56.1,315,1,26,7.7,13.7,3,17,5.7,0,2,1,2.3,37.2,2018
Terrelle Pryor,BUF,WR,8,30,16,53.3,252,2,44,8.4,15.8,1,-1,-1.0,0,0,0,4.6,37.1,2018
DeVante Parker,MIA,WR,11,47,24,51.1,309,1,46,6.6,12.9,0,0,0.0,0,0,0,3.4,36.9,2018
DaeSean Hamilton,DEN,WR,14,46,30,65.2,243,2,24,5.3,8.1,0,0,0.0,0,0,0,2.6,36.3,2018
Laquon Treadwell,MIN,WR,15,53,35,66.0,302,1,22,5.7,8.6,0,0,0.0,0,0,0,2.4,36.2,2018
Ted Ginn Jr.,NO,WR,5,30,17,56.7,209,2,42,7.0,12.3,3,26,8.7,0,1,1,7.1,35.5,2018
Keke Coutee,HOU,WR,6,41,28,68.3,287,1,40,7.0,10.2,3,0,0.0,0,0,0,5.8,34.7,2018
Pierre Garcon,SF,WR,8,45,24,53.3,286,1,25,6.4,11.9,0,0,0.0,0,0,0,4.3,34.6,2018
Isaiah McKenzie,BUF,WR,8,30,18,60.0,179,0,23,6.0,9.9,10,66,6.6,2,2,1,4.3,34.5,2018
Ryan Switzer,PIT,WR,16,44,36,81.8,253,1,24,5.8,7.0,6,21,3.5,0,2,0,2.1,33.4,2018
Equanimeous St. Brown,GB,WR,12,36,21,58.3,328,0,54,9.1,15.6,1,5,5.0,0,0,0,2.8,33.3,2018
Torrey Smith,CAR,WR,11,30,17,56.7,190,2,35,6.3,11.2,0,0,0.0,0,0,0,3.0,33.0,2018
Keith Kirkwood,NO,WR,8,21,13,61.9,209,2,42,10.0,16.1,0,0,0.0,0,0,0,4.1,32.9,2018
Tavon Austin,DAL,WR,7,13,8,61.5,140,2,64,10.8,17.5,6,55,9.2,0,0,0,4.5,31.5,2018
Maurice Harris,WAS,WR,12,47,28,59.6,304,0,42,6.5,10.9,2,10,5.0,0,1,0,2.6,31.4,2018
TJ Jones,DET,WR,15,26,19,73.1,190,2,26,7.3,10.0,0,0,0.0,0,0,0,2.1,31.0,2018
Russell Shepard,NYG,WR,12,19,10,52.6,188,2,49,9.9,18.8,0,0,0.0,0,0,0,2.6,30.8,2018
Trent Taylor,SF,WR,14,41,26,63.4,215,1,23,5.2,8.3,0,0,0.0,0,1,0,2.1,29.5,2018
Travis Benjamin,LAC,WR,12,24,12,50.0,186,1,46,7.8,15.5,7,41,5.9,0,0,0,2.4,28.7,2018
Bruce Ellington,DET,WR,7,42,31,73.8,224,1,23,5.3,7.2,1,2,2.0,0,1,0,4.1,28.6,2018
James Washington,PIT,WR,14,38,16,42.1,217,1,47,5.7,13.6,0,0,0.0,0,0,0,2.0,27.7,2018
Chris Moore,BAL,WR,16,25,19,76.0,196,1,30,7.8,10.3,5,17,3.4,0,0,0,1.7,27.3,2018
Trent Sherfield,ARI,WR,13,28,19,67.9,210,1,21,7.5,11.1,0,0,0.0,0,0,0,2.1,27.0,2018
Martavis Bryant,LV,WR,8,27,19,70.4,266,0,47,9.9,14.0,3,23,7.7,0,1,1,3.4,26.9,2018
Bennie Fowler,NYG,WR,10,27,16,59.3,199,1,26,7.4,12.4,0,0,0.0,0,1,0,2.6,25.9,2018
Brandon LaFell,LV,WR,6,16,12,75.0,135,2,24,8.4,11.2,0,0,0.0,0,0,0,4.2,25.5,2018
Justin Hardy,ATL,WR,16,22,14,63.6,133,2,19,6.0,9.5,0,0,0.0,0,1,0,1.6,25.3,2018
Cody Latimer,NYG,WR,6,16,11,68.8,190,1,39,11.9,17.3,0,0,0.0,0,0,0,4.2,25.0,2018
Chad Williams,ARI,WR,10,46,17,37.0,171,1,22,3.7,10.1,1,9,9.0,0,0,0,2.4,24.0,2018
Cody Core,CIN,WR,14,28,13,46.4,160,1,30,5.7,12.3,0,0,0.0,0,0,0,1.7,24.0,2018
Austin Carr,NO,WR,14,14,9,64.3,97,2,25,6.9,10.8,0,0,0.0,0,0,0,1.6,21.7,2018
Marcell Ateman,LV,WR,7,31,15,48.4,154,1,32,5.0,10.3,0,0,0.0,0,0,0,3.1,21.4,2018
Marvin Hall,ATL,WR,16,19,10,52.6,149,1,47,7.8,14.9,2,0,0.0,0,0,0,1.3,20.9,2018
DeAndre Carter,HOU,WR,14,25,22,88.0,216,0,50,8.6,9.8,1,7,7.0,0,5,1,1.4,20.3,2018
Josh Bellamy,CHI,WR,16,25,14,56.0,117,1,20,4.7,8.4,0,0,0.0,0,0,0,1.2,19.7,2018
Brandon Marshall,NO,WR,7,23,11,47.8,136,1,27,5.9,12.4,0,0,0.0,0,0,0,2.8,19.6,2018
Michael Floyd,WAS,WR,13,24,10,41.7,100,1,20,4.2,10.0,0,0,0.0,0,0,0,1.4,18.0,2018
Richie James,SF,WR,13,14,9,64.3,130,1,53,9.3,14.4,0,0,0.0,0,2,1,1.3,17.0,2018
Alex Erickson,CIN,WR,16,29,20,69.0,167,0,28,5.8,8.4,3,22,7.3,0,1,1,1.1,16.9,2018
Leonte Carroo,MIA,WR,9,4,2,50.0,94,1,74,23.5,47.0,1,14,14.0,0,0,0,1.9,16.8,2018
Jake Kumerow,GB,WR,5,11,8,72.7,103,1,49,9.4,12.9,0,0,0.0,0,0,0,3.3,16.3,2018
Andre Holmes,DEN,WR,15,24,13,54.2,162,0,24,6.8,12.5,0,0,0.0,0,0,0,1.1,16.2,2018
Deonte Thompson,BUF,WR,13,30,17,56.7,161,0,15,5.4,9.5,0,0,0.0,0,0,0,1.2,16.1,2018
Marcus Johnson,IND,WR,5,8,6,75.0,102,1,34,12.8,17.0,1,-2,-2.0,0,0,0,3.2,16.0,2018
DJ Chark Jr.,JAX,WR,11,32,14,43.8,174,0,38,5.4,12.4,0,0,0.0,0,1,1,1.4,15.4,2018
Cameron Meredith,NO,WR,6,10,9,90.0,114,1,46,11.4,12.7,0,0,0.0,0,1,1,2.6,15.4,2018
Vyncint Smith,HOU,WR,7,10,5,50.0,91,1,35,9.1,18.2,0,0,0.0,0,0,0,2.2,15.1,2018
Damion Ratley,CLE,WR,13,20,13,65.0,144,0,27,7.2,11.1,0,0,0.0,0,0,0,1.1,14.4,2018
Deontay Burnett,NYJ,WR,5,15,10,66.7,143,0,29,9.5,14.3,0,0,0.0,0,0,0,2.9,14.3,2018
Andy Jones,DET,WR,7,24,11,45.8,80,1,15,3.3,7.3,0,0,0.0,0,0,0,2.0,14.0,2018
Andre Roberts,NYJ,WR,16,18,10,55.6,79,1,20,4.4,7.9,2,20,10.0,0,3,1,0.9,13.9,2018
Jamal Agnew,DET,WR,6,0,0,0.0,0,0,0,0.0,0.0,1,17,17.0,0,1,0,2.3,13.7,2018
Trey Quinn,WAS,WR,3,10,9,90.0,75,1,15,7.5,8.3,1,0,0.0,0,0,0,4.5,13.5,2018
Brandon Powell,DET,WR,6,17,11,64.7,129,0,41,7.6,11.7,1,4,4.0,0,0,0,2.2,13.3,2018
Brice Butler,MIA,WR,8,10,6,60.0,60,1,23,6.0,10.0,0,0,0.0,0,0,0,1.5,12.0,2018
Darius Jennings,TEN,WR,16,15,11,73.3,101,0,36,6.7,9.2,1,2,2.0,0,0,0,0.7,11.14,2018
Tommylee Lewis,NO,WR,7,3,3,100.0,60,1,28,20.0,20.0,2,10,5.0,0,1,1,1.6,11.0,2018
De'Anthony Thomas,KC,WR,5,5,3,60.0,29,1,15,5.8,9.7,1,6,6.0,0,1,0,1.9,9.5,2018
Eli Rogers,PIT,WR,3,14,12,85.7,79,0,17,5.6,6.6,1,-4,-4.0,0,1,0,3.2,9.5,2018
Kevin White,CHI,WR,9,8,4,50.0,92,0,54,11.5,23.0,0,0,0.0,0,0,0,1.0,9.2,2018
Cameron Batson,TEN,WR,11,11,8,72.7,82,0,26,7.5,10.2,1,1,1.0,0,1,0,0.8,8.3,2018
Corey Coleman,NYG,WR,8,8,5,62.5,71,0,30,8.9,14.2,1,5,5.0,0,0,0,1.0,7.6,2018
J.J. Nelson,ARI,WR,14,19,7,36.8,64,0,17,3.4,9.1,4,0,0.0,0,0,0,0.5,6.4,2018
Russell Gage,ATL,WR,15,10,6,60.0,63,0,22,6.3,10.5,0,0,0.0,0,0,0,0.4,6.3,2018
Derrick Willies,CLE,WR,5,5,3,60.0,61,0,39,12.2,20.3,0,0,0.0,0,1,0,1.2,6.1,2018
Noah Brown,DAL,WR,8,8,5,62.5,54,0,22,6.8,10.8,0,0,0.0,0,0,0,0.7,5.4,2018
Kamar Aiken,PHI,WR,5,7,6,85.7,53,0,18,7.6,8.8,0,0,0.0,0,0,0,1.1,5.3,2018
Dwayne Harris,LV,WR,15,6,6,100.0,40,0,13,6.7,6.7,2,12,6.0,0,1,0,0.3,5.2,2018
Jesus Wilson,TB,WR,5,5,4,80.0,52,0,25,10.4,13.0,0,0,0.0,0,0,0,1.0,5.2,2018
Shelton Gibson,PHI,WR,15,3,1,33.3,48,0,48,16.0,48.0,0,0,0.0,0,0,0,0.3,4.8,2018
Neal Sterling,NYJ,WR,5,8,6,75.0,47,0,12,5.9,7.8,0,0,0.0,0,0,0,0.9,4.7,2018
Jawill Davis,NYG,WR,7,8,4,50.0,40,0,22,5.0,10.0,0,0,0.0,0,0,0,0.6,4.0,2018
Rashad Greene,JAX,WR,8,8,6,75.0,60,0,12,7.5,10.0,0,0,0.0,0,2,1,0.5,4.0,2018
Chad Beebe,MIN,WR,3,4,4,100.0,39,0,18,9.8,9.8,0,0,0.0,0,0,0,1.3,3.9,2018
Jalen Tolliver,ARI,WR,3,6,3,50.0,37,0,15,6.2,12.3,0,0,0.0,0,0,0,1.2,3.7,2018
Auden Tate,CIN,WR,4,12,4,33.3,35,0,15,2.9,8.8,0,0,0.0,0,0,0,0.9,3.5,2018
Javon Wims,CHI,WR,4,5,4,80.0,32,0,16,6.4,8.0,0,0,0.0,0,0,0,0.8,3.2,2018
Brendan Langley,DEN,WR,5,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.6,3.0,2018
Charone Peake,NYJ,WR,13,3,2,66.7,25,0,14,8.3,12.5,0,0,0.0,0,0,0,0.2,2.5,2018
Rishard Matthews,NYJ,WR,8,9,5,55.6,24,0,7,2.7,4.8,0,0,0.0,0,0,0,0.3,2.4,2018
River Cracraft,DEN,WR,8,2,1,50.0,44,0,44,22.0,44.0,0,0,0.0,0,1,1,0.3,2.4,2018
Brandon Zylstra,MIN,WR,16,2,1,50.0,23,0,23,11.5,23.0,0,0,0.0,0,0,0,0.1,2.3,2018
Gehrig Dieter,KC,WR,4,3,1,33.3,22,0,22,7.3,22.0,0,0,0.0,0,0,0,0.6,2.2,2018
Justin Hunter,PIT,WR,5,13,3,23.1,21,0,12,1.6,7.0,0,0,0.0,0,0,0,0.4,2.1,2018
Ray-Ray McCloud III,BUF,WR,10,6,5,83.3,36,0,16,6.0,7.2,2,4,2.0,0,2,1,0.2,2.0,2018
Malik Turner,SEA,WR,6,3,2,66.7,20,0,19,6.7,10.0,0,0,0.0,0,0,0,0.3,2.0,2018
Terrance Williams,DAL,WR,3,3,2,66.7,18,0,12,6.0,9.0,0,0,0.0,0,0,0,0.6,1.8,2018
Brian Quick,WAS,WR,6,3,3,100.0,18,0,6,6.0,6.0,0,0,0.0,0,0,0,0.3,1.8,2018
KhaDarel Hodge,LAR,WR,13,3,2,66.7,17,0,14,5.7,8.5,0,0,0.0,0,0,0,0.1,1.7,2018
Nick Williams,LAR,WR,4,4,2,50.0,17,0,11,4.2,8.5,0,0,0.0,0,0,0,0.4,1.7,2018
Tim White,BAL,WR,3,1,1,100.0,14,0,14,14.0,14.0,0,0,0.0,0,1,0,0.5,1.4,2018
Sammie Coates,HOU,WR,12,2,1,50.0,12,0,12,6.0,12.0,0,0,0.0,0,0,0,0.1,1.2,2018
Josh Malone,CIN,WR,9,5,1,20.0,12,0,12,2.4,12.0,0,0,0.0,0,0,0,0.1,1.2,2018
Victor Bolden,BUF,WR,6,4,1,25.0,10,0,10,2.5,10.0,0,0,0.0,0,0,0,0.2,1.0,2018
Cam Phillips,BUF,WR,2,1,1,100.0,9,0,9,9.0,9.0,0,0,0.0,0,0,0,0.4,0.9,2018
Damiere Byrd,CAR,WR,8,2,1,50.0,8,0,8,4.0,8.0,0,0,0.0,0,0,0,0.1,0.8,2018
Keon Hatcher,LV,WR,3,2,1,50.0,8,0,8,4.0,8.0,0,0,0.0,0,0,0,0.3,0.8,2018
Darvin Kidsy,WAS,WR,1,2,1,50.0,8,0,8,4.0,8.0,0,0,0.0,0,0,0,0.8,0.8,2018
Jeremy Kerley,BUF,WR,1,4,2,50.0,7,0,4,1.8,3.5,0,0,0.0,0,0,0,0.7,0.7,2018
Marcus Kemp,KC,WR,16,2,1,50.0,7,0,7,3.5,7.0,0,0,0.0,0,0,0,0.0,0.7,2018
Allen Lazard,GB,WR,1,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,0.7,0.7,2018
Justin Watson,TB,WR,12,3,1,33.3,5,0,5,1.7,5.0,0,0,0.0,0,0,0,0.0,0.5,2018
Jehu Chesson,WAS,WR,6,2,1,50.0,7,0,7,3.5,7.0,1,-4,-4.0,0,0,0,0.0,0.3,2018
Darrius Heyward-Bey,PIT,WR,14,2,1,50.0,9,0,9,4.5,9.0,1,-7,-7.0,0,0,0,0.0,0.2,2018
Mike Wallace,PHI,WR,2,3,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Markus Wheaton,PHI,WR,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Matthew Slater,NE,WR,16,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Freddie Martino,TB,WR,4,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Tanner McEvoy,MIA,WR,2,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,2018
Jaydon Mickens,JAX,WR,6,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,2018
Stacy Coley,NYG,WR,3,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,2018
